;r;g;b;color
7443;78;119;139;blue
7444;78;119;139;blue
7445;77;118;138;blue
7446;77;119;138;blue
7447;78;120;139;blue
7448;79;121;141;blue
7449;79;121;141;blue
7450;79;121;140;blue
7451;78;121;140;blue
7452;78;121;140;blue
7453;78;121;140;blue
7454;78;121;140;blue
7455;77;120;139;blue
7456;76;119;138;blue
7457;76;119;138;blue
7458;76;119;138;blue
7459;75;118;137;blue
7460;76;119;138;blue
7461;76;119;137;blue
7462;74;117;135;blue
7463;73;116;134;blue
7464;73;116;134;blue
7465;74;117;135;blue
7466;72;115;134;blue
7467;70;113;132;blue
7468;69;112;131;blue
7469;69;112;131;blue
7470;70;113;132;blue
7471;69;112;131;blue
7472;70;113;132;blue
7473;72;115;134;blue
7474;72;115;134;blue
7475;73;116;135;blue
7476;71;114;133;blue
7477;69;112;131;blue
7478;68;112;131;blue
7479;68;113;132;blue
7480;68;113;132;blue
7481;66;111;130;blue
7482;64;109;128;blue
7483;65;110;129;blue
7484;66;111;130;blue
7485;67;112;131;blue
7486;67;112;131;blue
7487;67;112;131;blue
7488;68;113;132;blue
7489;67;112;131;blue
7490;64;109;128;blue
7491;63;108;127;blue
7492;64;109;128;blue
7493;63;108;127;blue
7494;65;109;128;blue
7495;67;110;129;blue
7496;68;111;130;blue
7497;68;111;130;blue
7498;68;110;131;blue
7499;68;110;132;blue
7500;75;116;136;blue
7501;76;117;137;blue
7502;76;117;137;blue
7503;77;118;138;blue
7504;77;118;138;blue
7505;77;118;138;blue
7506;77;118;138;blue
7507;77;118;137;blue
7508;76;117;137;blue
7509;75;116;136;blue
7510;74;117;136;blue
7511;75;118;137;blue
7512;78;121;140;blue
7513;79;122;141;blue
7514;77;120;139;blue
7515;75;117;136;blue
7516;73;116;135;blue
7517;74;117;136;blue
7518;75;118;137;blue
7519;75;118;137;blue
7520;76;119;138;blue
7521;75;118;137;blue
7522;73;116;134;blue
7523;72;115;133;blue
7524;73;116;133;blue
7525;73;116;133;blue
7526;72;115;133;blue
7527;71;114;133;blue
7528;70;113;132;blue
7529;69;112;131;blue
7530;69;112;131;blue
7531;69;112;131;blue
7532;70;113;132;blue
7533;71;114;133;blue
7534;72;115;134;blue
7535;72;115;134;blue
7536;70;113;132;blue
7537;69;112;131;blue
7538;68;113;132;blue
7539;68;113;132;blue
7540;68;113;132;blue
7541;67;112;131;blue
7542;65;110;129;blue
7543;65;110;129;blue
7544;66;111;130;blue
7545;67;112;131;blue
7546;67;112;131;blue
7547;68;113;132;blue
7548;67;112;131;blue
7549;65;110;130;blue
7550;64;109;128;blue
7551;63;108;127;blue
7552;64;109;128;blue
7553;63;108;127;blue
7554;65;108;127;blue
7555;67;110;129;blue
7556;68;111;130;blue
7557;68;111;130;blue
7558;68;110;131;blue
7559;68;110;132;blue
7560;73;115;135;blue
7561;73;116;135;blue
7562;74;115;135;blue
7563;75;116;136;blue
7564;76;117;137;blue
7565;75;116;136;blue
7566;75;116;135;blue
7567;73;114;132;blue
7568;72;113;132;blue
7569;72;113;132;blue
7570;72;113;132;blue
7571;74;116;135;blue
7572;77;119;138;blue
7573;77;119;139;blue
7574;75;117;136;blue
7575;74;116;134;blue
7576;74;115;134;blue
7577;75;116;135;blue
7578;75;117;137;blue
7579;76;117;138;blue
7580;75;117;138;blue
7581;74;116;136;blue
7582;73;115;134;blue
7583;73;115;134;blue
7584;74;116;134;blue
7585;72;114;133;blue
7586;72;114;133;blue
7587;72;115;134;blue
7588;71;114;133;blue
7589;70;113;132;blue
7590;69;112;131;blue
7591;70;113;132;blue
7592;71;114;133;blue
7593;72;115;134;blue
7594;72;115;134;blue
7595;72;115;134;blue
7596;71;114;133;blue
7597;70;113;132;blue
7598;69;113;132;blue
7599;69;114;133;blue
7600;68;113;132;blue
7601;68;113;132;blue
7602;67;112;131;blue
7603;66;111;130;blue
7604;66;111;130;blue
7605;66;111;130;blue
7606;66;111;130;blue
7607;66;111;130;blue
7608;65;110;129;blue
7609;64;109;129;blue
7610;63;108;128;blue
7611;64;109;129;blue
7612;64;109;130;blue
7613;65;109;130;blue
7614;66;110;130;blue
7615;66;110;129;blue
7616;67;111;130;blue
7617;68;111;130;blue
7618;68;111;132;blue
7619;68;110;132;blue
7620;72;115;134;blue
7621;71;114;133;blue
7622;72;114;133;blue
7623;72;113;133;blue
7624;73;114;134;blue
7625;72;113;133;blue
7626;72;113;131;blue
7627;70;111;129;blue
7628;70;111;129;blue
7629;70;111;130;blue
7630;71;112;132;blue
7631;73;114;134;blue
7632;75;116;136;blue
7633;75;116;136;blue
7634;74;115;134;blue
7635;74;115;134;blue
7636;74;115;133;blue
7637;75;116;134;blue
7638;75;116;136;blue
7639;75;116;137;blue
7640;75;116;137;blue
7641;74;115;137;blue
7642;74;115;136;blue
7643;75;116;136;blue
7644;74;115;135;blue
7645;73;115;134;blue
7646;73;115;134;blue
7647;71;114;133;blue
7648;70;113;132;blue
7649;71;114;133;blue
7650;72;115;134;blue
7651;72;115;134;blue
7652;73;116;135;blue
7653;72;115;134;blue
7654;71;114;133;blue
7655;71;114;133;blue
7656;71;114;133;blue
7657;71;115;134;blue
7658;69;114;133;blue
7659;68;113;132;blue
7660;69;114;133;blue
7661;69;114;133;blue
7662;68;113;132;blue
7663;66;111;130;blue
7664;65;110;129;blue
7665;65;110;129;blue
7666;66;111;130;blue
7667;65;110;129;blue
7668;64;109;128;blue
7669;64;109;128;blue
7670;63;108;128;blue
7671;63;108;129;blue
7672;64;109;130;blue
7673;64;109;130;blue
7674;65;110;130;blue
7675;66;111;130;blue
7676;67;111;130;blue
7677;67;110;129;blue
7678;67;109;130;blue
7679;66;108;130;blue
7680;72;115;133;blue
7681;71;114;132;blue
7682;72;114;133;blue
7683;71;112;132;blue
7684;71;112;132;blue
7685;71;112;132;blue
7686;70;111;130;blue
7687;70;111;129;blue
7688;70;111;129;blue
7689;70;111;129;blue
7690;71;112;131;blue
7691;72;113;133;blue
7692;74;115;135;blue
7693;75;116;136;blue
7694;75;116;135;blue
7695;74;115;133;blue
7696;73;114;132;blue
7697;74;115;133;blue
7698;74;115;135;blue
7699;74;115;136;blue
7700;75;116;136;blue
7701;75;116;136;blue
7702;74;115;135;blue
7703;74;115;135;blue
7704;74;115;135;blue
7705;75;116;136;blue
7706;74;116;135;blue
7707;70;113;132;blue
7708;69;112;131;blue
7709;70;113;132;blue
7710;70;113;132;blue
7711;69;112;131;blue
7712;68;111;130;blue
7713;69;112;131;blue
7714;69;112;131;blue
7715;70;113;132;blue
7716;71;114;133;blue
7717;72;115;134;blue
7718;69;113;132;blue
7719;67;112;131;blue
7720;68;113;132;blue
7721;69;114;133;blue
7722;68;113;132;blue
7723;67;112;131;blue
7724;66;111;130;blue
7725;66;111;130;blue
7726;66;111;130;blue
7727;65;110;129;blue
7728;63;108;127;blue
7729;63;108;127;blue
7730;62;107;128;blue
7731;62;107;128;blue
7732;63;108;129;blue
7733;63;108;129;blue
7734;63;108;128;blue
7735;65;110;129;blue
7736;67;111;130;blue
7737;67;110;129;blue
7738;65;108;128;blue
7739;64;106;128;blue
7740;73;116;133;blue
7741;73;116;133;blue
7742;74;115;134;blue
7743;73;114;133;blue
7744;72;113;132;blue
7745;72;113;132;blue
7746;71;112;131;blue
7747;71;112;130;blue
7748;70;111;129;blue
7749;70;111;129;blue
7750;70;111;130;blue
7751;71;112;132;blue
7752;74;115;135;blue
7753;76;117;136;blue
7754;75;116;135;blue
7755;74;115;133;blue
7756;73;114;132;blue
7757;74;115;133;blue
7758;73;114;133;blue
7759;73;114;134;blue
7760;73;114;134;blue
7761;73;114;134;blue
7762;73;114;134;blue
7763;74;115;135;blue
7764;73;114;134;blue
7765;74;115;135;blue
7766;74;116;135;blue
7767;70;113;132;blue
7768;68;111;130;blue
7769;67;110;129;blue
7770;67;110;129;blue
7771;66;109;128;blue
7772;65;108;127;blue
7773;67;110;129;blue
7774;67;110;129;blue
7775;68;111;130;blue
7776;70;113;132;blue
7777;72;116;135;blue
7778;71;115;134;blue
7779;67;112;131;blue
7780;68;113;132;blue
7781;68;113;132;blue
7782;67;112;131;blue
7783;67;112;131;blue
7784;67;112;131;blue
7785;66;111;130;blue
7786;66;111;130;blue
