;r;g;b;color
4436;39;129;44;green
4437;38;129;45;green
4438;38;130;46;green
4439;38;128;46;green
4440;48;141;52;green
4441;46;138;50;green
4442;44;137;49;green
4443;43;136;48;green
4444;45;138;50;green
4445;46;140;52;green
4446;46;140;52;green
4447;46;141;52;green
4448;46;140;50;green
4449;46;139;50;green
4450;44;137;48;green
4451;41;134;45;green
4452;39;132;44;green
4453;38;132;43;green
4454;38;133;43;green
4455;40;133;43;green
4456;43;134;45;green
4457;41;131;44;green
4458;37;127;41;green
4459;35;126;41;green
4460;34;126;40;green
4461;34;126;40;green
4462;35;127;41;green
4463;37;128;42;green
4464;37;128;42;green
4465;39;128;41;green
4466;40;127;41;green
4467;40;127;42;green
4468;40;127;42;green
4469;40;126;43;green
4470;38;125;41;green
4471;38;123;40;green
4472;38;123;40;green
4473;37;122;38;green
4474;37;123;37;green
4475;39;125;38;green
4476;39;126;39;green
4477;39;127;40;green
4478;37;127;41;green
4479;36;127;42;green
4480;36;127;42;green
4481;37;127;43;green
4482;38;128;44;green
4483;39;128;45;green
4484;38;128;44;green
4485;37;128;43;green
4486;35;127;41;green
4487;34;125;39;green
4488;35;125;38;green
4489;37;126;39;green
4490;38;128;41;green
4491;39;128;42;green
4492;39;128;43;green
4493;37;128;44;green
4494;36;128;44;green
4495;39;129;45;green
4496;40;129;46;green
4497;39;129;46;green
4498;38;130;46;green
4499;37;129;46;green
4500;47;140;52;green
4501;45;137;50;green
4502;43;136;48;green
4503;42;135;48;green
4504;44;138;50;green
4505;47;141;53;green
4506;46;141;52;green
4507;45;140;50;green
4508;46;140;50;green
4509;46;139;50;green
4510;44;137;48;green
4511;41;134;46;green
4512;40;134;45;green
4513;38;133;44;green
4514;39;134;44;green
4515;42;135;44;green
4516;43;135;46;green
4517;41;133;45;green
4518;36;128;40;green
4519;34;125;39;green
4520;34;126;40;green
4521;34;126;39;green
4522;35;127;40;green
4523;36;128;41;green
4524;37;128;41;green
4525;38;127;41;green
4526;40;126;41;green
4527;41;127;41;green
4528;41;127;42;green
4529;41;127;41;green
4530;39;125;39;green
4531;38;124;38;green
4532;38;123;39;green
4533;38;123;39;green
4534;38;124;38;green
4535;40;126;39;green
4536;41;127;40;green
4537;41;129;42;green
4538;40;129;43;green
4539;38;129;43;green
4540;37;129;43;green
4541;37;129;43;green
4542;38;129;45;green
4543;38;130;46;green
4544;37;129;45;green
4545;37;128;44;green
4546;37;128;43;green
4547;35;127;42;green
4548;34;125;39;green
4549;37;127;40;green
4550;39;128;42;green
4551;39;128;41;green
4552;38;127;42;green
4553;38;128;43;green
4554;37;129;44;green
4555;39;129;45;green
4556;41;130;46;green
4557;39;128;45;green
4558;38;128;44;green
4559;36;128;44;green
4560;46;139;51;green
4561;45;137;50;green
4562;44;137;49;green
4563;43;137;49;green
4564;45;139;51;green
4565;48;142;53;green
4566;47;142;52;green
4567;46;141;50;green
4568;46;139;49;green
4569;46;139;50;green
4570;43;136;48;green
4571;40;133;45;green
4572;39;132;44;green
4573;38;134;44;green
4574;40;135;45;green
4575;43;136;45;green
4576;44;136;46;green
4577;40;134;45;green
4578;35;128;40;green
4579;32;125;38;green
4580;33;126;39;green
4581;34;126;39;green
4582;35;127;40;green
4583;35;127;40;green
4584;36;128;41;green
4585;38;127;41;green
4586;39;125;40;green
4587;40;126;40;green
4588;41;127;41;green
4589;42;128;41;green
4590;40;126;39;green
4591;39;125;38;green
4592;39;124;38;green
4593;39;123;39;green
4594;40;125;39;green
4595;41;126;40;green
4596;42;128;41;green
4597;43;129;42;green
4598;41;129;42;green
4599;40;130;43;green
4600;38;130;43;green
4601;37;129;42;green
4602;38;129;43;green
4603;38;130;45;green
4604;39;129;45;green
4605;39;128;44;green
4606;39;128;44;green
4607;37;126;42;green
4608;34;125;39;green
4609;37;127;41;green
4610;39;129;43;green
4611;38;127;41;green
4612;36;124;40;green
4613;37;127;42;green
4614;39;129;45;green
4615;40;129;45;green
4616;41;129;45;green
4617;40;128;44;green
4618;38;127;43;green
4619;36;127;42;green
4620;46;139;51;green
4621;46;138;51;green
4622;44;137;50;green
4623;44;138;50;green
4624;46;141;52;green
4625;48;143;53;green
4626;49;144;53;green
4627;48;142;51;green
4628;46;139;48;green
4629;45;138;49;green
4630;43;136;47;green
4631;39;132;44;green
4632;38;131;43;green
4633;38;134;44;green
4634;41;136;46;green
4635;44;137;46;green
4636;44;135;45;green
4637;42;134;44;green
4638;37;129;41;green
4639;34;126;38;green
4640;33;125;38;green
4641;33;125;38;green
4642;34;126;39;green
4643;34;126;39;green
4644;35;126;39;green
4645;37;126;40;green
4646;39;125;40;green
4647;40;126;41;green
4648;41;127;41;green
4649;42;127;41;green
4650;40;125;39;green
4651;40;125;39;green
4652;40;125;39;green
4653;40;124;39;green
4654;40;124;39;green
4655;41;125;40;green
4656;42;127;41;green
4657;42;127;41;green
4658;41;128;41;green
4659;41;130;42;green
4660;40;129;42;green
4661;40;129;42;green
4662;40;129;43;green
4663;39;129;44;green
4664;40;129;45;green
4665;41;130;46;green
4666;40;129;45;green
4667;38;127;43;green
4668;36;125;41;green
4669;37;126;42;green
4670;38;127;43;green
4671;38;126;42;green
4672;36;124;40;green
4673;36;125;41;green
4674;39;128;44;green
4675;41;129;45;green
4676;43;130;46;green
4677;42;130;45;green
4678;39;128;43;green
4679;37;127;41;green
4680;46;139;51;green
4681;45;137;50;green
4682;43;137;49;green
4683;44;138;50;green
4684;48;142;54;green
4685;49;144;55;green
4686;49;144;54;green
4687;48;143;52;green
4688;45;138;48;green
4689;44;137;48;green
4690;44;137;48;green
4691;40;133;44;green
4692;37;131;42;green
4693;38;133;43;green
4694;42;136;46;green
4695;43;136;46;green
4696;43;134;46;green
4697;42;132;44;green
4698;39;129;41;green
4699;36;126;39;green
4700;35;125;38;green
4701;35;126;39;green
4702;36;127;40;green
4703;36;127;40;green
4704;35;126;39;green
4705;36;126;39;green
4706;39;125;40;green
4707;41;127;41;green
4708;41;127;40;green
4709;40;126;39;green
4710;39;124;38;green
4711;40;124;39;green
4712;40;125;39;green
4713;40;124;39;green
4714;40;124;39;green
4715;41;125;40;green
4716;41;126;40;green
4717;41;127;41;green
4718;41;128;41;green
4719;41;129;41;green
4720;41;129;41;green
4721;41;129;43;green
4722;41;129;43;green
4723;40;128;43;green
4724;41;130;45;green
4725;41;130;46;green
4726;41;130;46;green
4727;39;128;44;green
4728;38;127;43;green
4729;38;127;43;green
4730;39;128;44;green
4731;39;127;43;green
4732;37;125;41;green
4733;36;124;41;green
4734;38;127;43;green
4735;41;130;46;green
4736;44;132;48;green
4737;43;131;46;green
4738;40;128;43;green
4739;39;128;41;green
4740;46;139;51;green
4741;45;137;50;green
4742;43;136;48;green
4743;43;137;49;green
4744;47;142;54;green
4745;49;144;55;green
4746;50;144;54;green
4747;50;141;52;green
4748;46;139;49;green
4749;44;138;48;green
4750;43;137;48;green
4751;41;135;45;green
4752;38;133;43;green
4753;38;132;43;green
4754;41;134;45;green
4755;42;134;45;green
4756;42;132;44;green
4757;41;131;44;green
4758;38;128;41;green
4759;36;126;39;green
4760;36;126;39;green
4761;36;126;39;green
4762;36;126;39;green
4763;37;127;40;green
4764;37;127;40;green
4765;37;125;39;green
4766;39;125;39;green
4767;39;127;40;green
4768;39;127;39;green
4769;39;125;38;green
4770;38;124;38;green
4771;40;125;39;green
4772;40;125;39;green
4773;39;123;38;green
4774;38;123;38;green
4775;40;124;39;green
4776;40;125;41;green
4777;41;126;42;green
4778;42;127;42;green
4779;43;129;43;green
4780;42;129;42;green
4781;41;129;43;green
4782;41;129;43;green
4783;41;129;43;green
4784;42;130;45;green
4785;43;131;47;green
4786;42;131;46;green
4787;41;129;45;green
4788;39;128;44;green
4789;38;128;44;green
4790;39;128;44;green
4791;38;127;43;green
4792;37;126;42;green
4793;36;124;41;green
4794;36;125;42;green
4795;38;127;44;green
4796;42;130;47;green
4797;42;130;46;green
4798;41;129;43;green
4799;40;128;42;green
4800;49;141;52;green
4801;48;139;50;green
4802;44;136;48;green
4803;44;137;49;green
4804;44;140;52;green
4805;46;142;52;green
4806;49;143;54;green
4807;51;141;52;green
4808;47;139;50;green
4809;44;138;48;green
4810;43;137;47;green
4811;43;137;47;green
4812;42;135;46;green
4813;41;133;44;green
4814;42;133;45;green
4815;42;131;43;green
4816;41;130;43;green
4817;39;129;42;green
4818;37;127;40;green
4819;37;127;40;green
4820;37;127;40;green
4821;36;126;39;green
4822;36;126;39;green
4823;37;126;39;green
4824;37;126;39;green
4825;39;126;39;green
4826;39;126;39;green
4827;37;127;39;green
4828;38;127;40;green
4829;38;126;39;green
4830;38;125;39;green
4831;40;125;40;green
4832;40;125;40;green
4833;38;123;38;green
4834;37;122;37;green
4835;38;123;38;green
4836;38;124;40;green
4837;40;125;43;green
4838;42;127;44;green
4839;44;129;45;green
4840;43;130;44;green
4841;40;128;42;green
4842;40;128;42;green
4843;41;129;44;green
4844;43;131;45;green
4845;43;131;46;green
4846;43;131;45;green
4847;41;129;44;green
4848;39;129;44;green
4849;38;129;44;green
4850;37;128;43;green
4851;37;127;43;green
4852;37;126;43;green
4853;37;125;43;green
4854;36;124;42;green
4855;36;123;41;green
4856;39;127;44;green
4857;41;129;45;green
4858;41;129;43;green
4859;41;129;43;green
4860;51;142;51;green
4861;49;140;50;green
4862;46;138;49;green
4863;44;137;49;green
4864;44;140;51;green
4865;45;142;52;green
4866;47;143;53;green
4867;48;142;52;green
4868;47;139;50;green
4869;45;137;48;green
4870;44;136;47;green
4871;44;136;47;green
4872;44;135;46;green
4873;44;133;45;green
4874;44;132;45;green
4875;43;131;44;green
4876;41;130;43;green
4877;39;128;42;green
4878;38;128;41;green
4879;39;129;43;green
4880;39;129;42;green
4881;37;127;40;green
4882;36;126;39;green
4883;36;126;39;green
4884;36;126;38;green
4885;38;126;38;green
4886;39;126;39;green
4887;38;127;39;green
4888;37;127;39;green
4889;37;126;39;green
4890;38;126;40;green
4891;40;126;42;green
4892;39;125;40;green
4893;36;123;37;green
4894;36;123;37;green
4895;37;123;38;green
4896;37;123;39;green
4897;39;124;41;green
4898;42;127;43;green
4899;45;130;45;green
4900;45;131;46;green
4901;42;130;44;green
4902;41;129;43;green
4903;43;131;45;green
4904;45;132;47;green
4905;44;131;46;green
4906;43;129;44;green
4907;40;127;41;green
4908;40;129;44;green
4909;41;130;46;green
4910;38;127;43;green
4911;37;126;42;green
4912;38;125;43;green
4913;38;125;44;green
4914;37;124;43;green
4915;34;121;40;green
4916;37;125;42;green
4917;41;129;44;green
4918;41;129;44;green
4919;41;129;43;green
4920;50;143;51;green
4921;47;141;50;green
4922;45;139;49;green
4923;45;139;50;green
4924;46;141;52;green
4925;47;143;53;green
4926;47;144;54;green
4927;46;142;52;green
4928;47;140;51;green
4929;46;136;49;green
4930;45;134;47;green
4931;46;135;46;green
4932;45;134;46;green
4933;43;132;45;green
4934;43;131;43;green
4935;43;129;42;green
4936;40;128;42;green
4937;38;128;42;green
4938;37;129;43;green
4939;38;130;44;green
4940;39;129;43;green
4941;38;127;40;green
4942;36;126;39;green
4943;36;126;39;green
4944;37;126;38;green
4945;38;126;38;green
4946;39;127;39;green
4947;38;127;39;green
4948;37;125;38;green
4949;36;125;39;green
4950;37;125;40;green
4951;37;125;41;green
4952;37;126;40;green
4953;35;124;37;green
4954;35;124;38;green
4955;36;124;38;green
4956;37;123;39;green
4957;39;124;40;green
4958;41;126;42;green
4959;44;129;45;green
4960;46;132;48;green
4961;45;133;48;green
4962;42;131;46;green
4963;43;132;47;green
4964;46;133;48;green
4965;46;131;46;green
4966;44;129;44;green
4967;41;126;41;green
4968;41;128;43;green
4969;42;129;45;green
4970;39;127;43;green
4971;38;126;42;green
4972;39;125;44;green
4973;40;126;45;green
4974;38;125;44;green
4975;34;121;40;green
4976;36;123;42;green
4977;39;127;44;green
4978;39;129;44;green
4979;39;129;43;green
4980;47;143;52;green
4981;45;141;51;green
4982;44;139;49;green
4983;44;139;49;green
4984;47;142;52;green
4985;48;143;53;green
4986;49;144;54;green
4987;48;143;53;green
4988;46;140;51;green
4989;46;137;49;green
4990;46;134;47;green
4991;45;134;46;green
4992;44;134;46;green
4993;42;132;45;green
4994;41;130;43;green
4995;41;129;42;green
4996;39;127;42;green
4997;37;127;43;green
4998;37;129;44;green
4999;37;129;44;green
5000;39;128;43;green
5001;39;127;41;green
5002;37;126;39;green
5003;36;126;39;green
5004;37;127;39;green
5005;38;127;40;green
5006;39;127;40;green
5007;40;126;40;green
5008;39;125;39;green
5009;38;124;39;green
5010;37;124;39;green
5011;37;125;40;green
5012;36;125;40;green
5013;35;124;39;green
5014;35;123;39;green
5015;36;124;39;green
5016;38;124;40;green
5017;41;125;41;green
5018;40;126;41;green
5019;41;128;43;green
5020;44;132;46;green
5021;45;134;48;green
5022;43;133;47;green
5023;43;132;46;green
5024;44;132;46;green
5025;45;131;46;green
5026;44;128;44;green
5027;40;125;40;green
5028;39;126;41;green
5029;39;127;42;green
5030;38;126;42;green
5031;38;125;43;green
5032;39;124;44;green
5033;39;124;45;green
5034;38;123;45;green
5035;34;121;42;green
5036;34;121;41;green
5037;36;125;43;green
5038;36;128;43;green
5039;38;129;43;green
5040;46;143;52;green
5041;45;141;51;green
5042;44;139;49;green
5043;45;140;49;green
5044;46;141;50;green
5045;48;143;51;green
5046;49;144;53;green
5047;48;143;52;green
5048;46;140;50;green
5049;46;136;49;green
5050;46;134;48;green
5051;45;134;47;green
5052;43;133;46;green
5053;41;132;45;green
5054;39;131;44;green
5055;38;129;42;green
5056;38;128;43;green
5057;39;129;44;green
5058;39;129;44;green
5059;39;128;44;green
5060;40;129;43;green
5061;40;129;43;green
5062;38;127;41;green
5063;37;127;40;green
5064;37;128;41;green
5065;37;127;40;green
5066;38;126;40;green
5067;40;126;40;green
5068;41;127;41;green
5069;40;126;39;green
5070;39;124;39;green
5071;38;124;40;green
5072;37;124;41;green
5073;36;124;41;green
5074;35;124;40;green
5075;35;123;40;green
5076;38;124;40;green
5077;41;126;41;green
5078;40;127;41;green
5079;40;128;42;green
5080;42;130;44;green
5081;43;132;45;green
5082;44;134;46;green
5083;45;134;47;green
5084;44;132;47;green
5085;44;130;46;green
5086;42;125;42;green
5087;38;123;39;green
5088;37;123;40;green
5089;37;124;41;green
5090;37;124;41;green
5091;37;124;43;green
5092;38;123;44;green
5093;39;123;45;green
5094;37;122;44;green
5095;33;120;42;green
5096;32;120;40;green
5097;33;124;41;green
5098;35;127;44;green
5099;37;129;45;green
5100;46;143;51;green
5101;46;142;50;green
5102;45;140;48;green
5103;47;142;50;green
5104;49;144;52;green
5105;50;144;52;green
5106;50;145;53;green
5107;49;143;52;green
5108;47;141;51;green
5109;47;137;50;green
5110;46;135;49;green
5111;45;134;48;green
5112;43;133;48;green
5113;43;132;47;green
5114;40;130;44;green
5115;37;128;43;green
5116;38;130;44;green
5117;40;130;45;green
5118;41;129;45;green
5119;39;127;43;green
5120;41;129;44;green
5121;42;130;44;green
5122;40;129;43;green
5123;38;128;42;green
5124;38;128;42;green
5125;36;127;40;green
5126;37;126;40;green
5127;38;127;41;green
5128;39;128;41;green
5129;38;126;39;green
5130;38;125;39;green
5131;39;125;40;green
5132;38;125;40;green
5133;37;125;40;green
5134;36;125;39;green
5135;35;124;39;green
5136;35;124;40;green
5137;38;126;43;green
5138;40;127;44;green
5139;41;127;43;green
5140;41;128;43;green
5141;40;129;44;green
5142;43;132;46;green
5143;45;134;48;green
5144;45;133;48;green
5145;43;128;45;green
5146;40;124;42;green
5147;38;122;39;green
5148;38;123;40;green
5149;38;123;41;green
5150;37;122;41;green
5151;37;122;42;green
5152;38;123;44;green
5153;38;123;44;green
5154;37;122;43;green
5155;34;121;41;green
5156;33;122;40;green
5157;33;124;42;green
5158;34;128;44;green
5159;36;129;46;green
5160;45;142;49;green
5161;45;142;49;green
5162;46;142;49;green
5163;49;144;51;green
5164;52;146;53;green
5165;52;146;54;green
5166;53;146;55;green
5167;52;144;54;green
5168;48;140;51;green
5169;47;138;50;green
5170;46;135;49;green
5171;44;133;48;green
5172;43;131;47;green
5173;43;132;48;green
5174;41;130;46;green
5175;38;129;44;green
5176;38;130;45;green
5177;40;129;45;green
5178;41;128;45;green
5179;41;127;44;green
5180;42;129;44;green
5181;42;130;45;green
5182;42;130;45;green
5183;39;129;43;green
5184;37;128;42;green
5185;36;127;41;green
5186;36;126;40;green
5187;37;127;40;green
5188;36;127;39;green
5189;35;125;38;green
5190;36;125;38;green
5191;38;125;39;green
5192;39;125;40;green
5193;39;126;40;green
5194;36;126;39;green
5195;35;126;39;green
5196;33;125;40;green
5197;35;125;41;green
5198;39;126;43;green
5199;41;125;43;green
5200;42;127;44;green
5201;40;128;44;green
5202;41;130;46;green
5203;44;132;48;green
5204;44;131;48;green
5205;41;127;45;green
5206;39;123;42;green
5207;38;121;41;green
5208;38;122;42;green
5209;38;123;43;green
5210;36;121;42;green
5211;36;121;42;green
5212;37;122;44;green
5213;37;122;43;green
5214;36;121;41;green
5215;35;121;41;green
5216;34;123;41;green
5217;34;124;42;green
5218;34;126;44;green
5219;36;127;46;green
5220;44;140;48;green
5221;45;142;49;green
5222;47;144;50;green
5223;50;145;51;green
5224;50;145;52;green
5225;50;145;53;green
5226;50;145;54;green
5227;51;144;55;green
5228;48;141;52;green
5229;45;137;49;green
5230;44;135;48;green
5231;43;132;46;green
5232;41;130;46;green
5233;41;130;46;green
5234;40;130;46;green
5235;38;129;45;green
5236;38;129;44;green
5237;39;129;44;green
5238;40;128;44;green
5239;42;128;44;green
5240;43;128;44;green
5241;43;129;44;green
5242;42;129;44;green
5243;40;128;43;green
5244;38;127;43;green
5245;37;126;43;green
5246;37;126;42;green
5247;36;126;41;green
5248;35;126;39;green
5249;35;125;38;green
5250;36;125;38;green
5251;38;125;39;green
5252;40;125;40;green
5253;39;125;39;green
5254;36;125;39;green
5255;33;124;39;green
5256;32;125;39;green
5257;34;125;40;green
5258;36;125;41;green
5259;38;124;41;green
5260;40;125;42;green
5261;40;128;44;green
5262;41;129;45;green
5263;42;131;47;green
5264;41;129;47;green
5265;37;124;43;green
5266;35;120;40;green
5267;35;119;41;green
5268;35;120;41;green
5269;36;121;43;green
5270;34;120;41;green
5271;33;120;41;green
5272;35;122;43;green
5273;35;121;42;green
5274;35;120;41;green
5275;34;121;40;green
5276;34;122;41;green
5277;35;124;43;green
5278;35;125;44;green
5279;35;126;44;green
5280;42;138;48;green
5281;45;141;49;green
5282;46;143;50;green
5283;48;143;50;green
5284;47;143;50;green
5285;46;143;51;green
5286;45;143;52;green
5287;47;142;53;green
5288;47;141;52;green
5289;45;137;49;green
5290;43;135;47;green
5291;41;131;45;green
5292;39;128;44;green
5293;39;128;44;green
5294;39;129;44;green
5295;37;129;44;green
5296;36;128;43;green
5297;37;128;43;green
5298;39;129;45;green
5299;42;129;45;green
5300;43;129;44;green
5301;43;128;42;green
5302;41;127;41;green
5303;40;127;41;green
5304;40;127;43;green
5305;39;127;44;green
5306;39;127;45;green
5307;38;127;44;green
5308;36;126;41;green
5309;35;125;38;green
5310;36;125;38;green
5311;38;126;40;green
5312;39;126;40;green
5313;37;124;39;green
5314;34;123;38;green
5315;32;122;38;green
5316;32;124;39;green
5317;33;126;40;green
5318;35;124;40;green
5319;37;123;40;green
5320;39;125;42;green
5321;40;127;44;green
5322;40;129;45;green
5323;41;130;46;green
5324;41;128;46;green
5325;35;122;41;green
5326;31;118;38;green
5327;30;116;38;green
5328;31;118;39;green
5329;34;120;41;green
5330;33;121;41;green
5331;33;122;42;green
5332;33;122;42;green
5333;34;121;42;green
5334;34;120;41;green
5335;33;121;40;green
5336;34;123;41;green
5337;37;126;45;green
5338;36;126;46;green
5339;35;126;44;green
5340;42;137;47;green
5341;43;139;48;green
5342;45;141;49;green
5343;47;142;50;green
5344;48;142;51;green
5345;46;143;52;green
5346;45;141;51;green
5347;46;140;52;green
5348;46;140;51;green
5349;45;138;50;green
5350;43;135;48;green
5351;41;132;45;green
5352;38;128;43;green
5353;38;127;43;green
5354;37;127;42;green
5355;35;127;42;green
5356;34;127;41;green
5357;34;126;41;green
5358;37;127;43;green
5359;41;129;45;green
5360;41;128;43;green
5361;40;127;40;green
5362;38;126;39;green
5363;39;127;40;green
5364;40;128;42;green
5365;40;128;43;green
5366;41;129;45;green
5367;42;129;46;green
5368;39;127;43;green
5369;37;126;40;green
5370;37;126;39;green
5371;39;128;41;green
5372;40;128;43;green
5373;37;125;41;green
5374;34;122;39;green
5375;32;121;38;green
5376;31;122;38;green
5377;34;125;40;green
5378;36;124;40;green
5379;39;124;41;green
5380;41;126;43;green
5381;41;129;45;green
5382;41;130;46;green
5383;42;131;47;green
5384;41;128;46;green
5385;34;121;40;green
5386;28;116;36;green
5387;26;114;35;green
5388;29;116;37;green
5389;34;120;41;green
5390;34;121;42;green
5391;33;121;41;green
5392;34;121;42;green
5393;35;120;42;green
5394;35;119;41;green
5395;34;120;40;green
5396;35;123;41;green
5397;37;126;45;green
5398;37;126;46;green
5399;34;126;44;green
5400;42;137;47;green
5401;42;138;48;green
5402;44;140;49;green
5403;46;141;50;green
5404;47;141;52;green
5405;47;143;53;green
5406;47;142;54;green
5407;48;141;54;green
5408;48;141;53;green
5409;47;140;51;green
5410;44;137;49;green
5411;41;132;46;green
5412;38;128;43;green
5413;37;126;41;green
5414;36;125;41;green
5415;34;126;41;green
5416;34;127;42;green
5417;34;126;41;green
5418;36;127;41;green
5419;39;128;42;green
5420;40;127;41;green
5421;39;127;40;green
5422;38;126;38;green
5423;39;128;40;green
5424;41;130;42;green
5425;41;129;42;green
5426;42;129;44;green
5427;43;129;45;green
5428;40;127;43;green
5429;39;127;42;green
5430;39;128;43;green
5431;40;130;45;green
5432;41;130;45;green
5433;39;126;43;green
5434;35;122;40;green
5435;32;120;38;green
5436;32;123;40;green
5437;36;126;43;green
5438;39;126;43;green
5439;41;125;43;green
5440;41;127;43;green
5441;42;130;45;green
5442;42;131;47;green
5443;42;130;46;green
5444;40;128;46;green
5445;34;122;41;green
5446;26;113;34;green
5447;25;112;33;green
5448;30;115;37;green
5449;34;120;41;green
5450;34;121;41;green
5451;34;121;41;green
5452;35;121;42;green
5453;36;120;42;green
5454;35;119;40;green
5455;34;120;40;green
5456;34;122;42;green
5457;36;124;44;green
5458;35;125;45;green
5459;32;124;43;green
5460;42;136;46;green
5461;41;136;46;green
5462;43;138;48;green
5463;44;139;49;green
5464;45;140;51;green
5465;46;141;52;green
5466;49;144;55;green
5467;50;143;55;green
5468;51;142;55;green
5469;49;142;54;green
5470;46;139;51;green
5471;42;133;47;green
5472;39;128;43;green
5473;38;126;41;green
5474;37;125;40;green
5475;35;127;41;green
5476;36;129;43;green
5477;36;128;43;green
5478;36;127;41;green
5479;38;128;41;green
5480;38;128;41;green
5481;38;127;40;green
5482;36;126;38;green
5483;39;128;40;green
5484;42;131;43;green
5485;42;131;43;green
5486;42;130;43;green
5487;42;129;43;green
5488;39;127;42;green
5489;39;127;42;green
5490;41;130;45;green
5491;42;132;47;green
5492;40;130;46;green
5493;37;125;42;green
5494;33;120;39;green
5495;30;119;37;green
5496;33;123;41;green
5497;38;127;44;green
5498;40;128;45;green
5499;42;128;44;green
5500;40;127;43;green
5501;40;128;43;green
5502;40;128;44;green
5503;39;127;44;green
5504;39;127;45;green
5505;36;123;43;green
5506;27;113;34;green
5507;26;110;33;green
5508;31;115;37;green
5509;34;118;40;green
5510;35;119;40;green
5511;36;121;40;green
5512;36;121;41;green
5513;35;119;41;green
5514;34;118;40;green
5515;33;119;41;green
5516;34;121;42;green
5517;34;123;43;green
5518;33;123;43;green
5519;32;123;43;green
5520;41;136;45;green
5521;40;135;45;green
5522;41;136;46;green
5523;43;137;48;green
5524;45;139;51;green
5525;48;143;54;green
5526;50;146;57;green
5527;51;144;57;green
5528;52;143;56;green
5529;51;143;55;green
5530;47;140;52;green
5531;42;133;47;green
5532;39;128;43;green
5533;39;127;41;green
5534;38;127;41;green
5535;37;129;42;green
5536;38;131;45;green
5537;38;130;45;green
5538;36;128;42;green
5539;38;128;41;green
5540;38;129;42;green
5541;36;127;40;green
5542;34;126;38;green
5543;37;128;40;green
5544;41;132;43;green
5545;42;132;44;green
5546;42;131;43;green
5547;42;130;43;green
5548;39;128;41;green
5549;38;128;41;green
5550;41;132;46;green
5551;41;132;47;green
5552;38;129;44;green
5553;35;124;40;green
5554;32;120;38;green
5555;29;118;36;green
5556;31;121;39;green
5557;37;125;43;green
5558;39;127;44;green
5559;40;127;44;green
5560;40;127;43;green
5561;40;128;44;green
5562;38;126;43;green
5563;37;124;43;green
5564;39;126;45;green
5565;38;125;45;green
5566;31;116;38;green
5567;27;111;34;green
5568;31;114;37;green
5569;33;116;38;green
5570;35;118;39;green
5571;37;120;40;green
5572;36;120;41;green
5573;34;117;39;green
5574;34;117;39;green
5575;34;119;40;green
5576;34;120;41;green
5577;34;121;42;green
5578;33;122;42;green
5579;33;124;43;green
5580;41;136;44;green
5581;40;136;44;green
5582;40;135;46;green
5583;41;135;48;green
5584;44;138;50;green
5585;48;143;54;green
5586;51;147;58;green
5587;51;144;57;green
5588;51;143;55;green
5589;50;143;55;green
5590;47;140;52;green
5591;42;133;47;green
5592;38;127;43;green
5593;38;125;43;green
5594;38;127;44;green
5595;38;130;46;green
5596;39;131;47;green
5597;39;131;46;green
5598;37;128;42;green
5599;38;128;42;green
5600;38;129;42;green
5601;36;127;41;green
5602;35;125;39;green
5603;36;127;39;green
5604;40;131;43;green
5605;41;133;44;green
5606;41;132;43;green
5607;41;131;41;green
5608;39;129;40;green
5609;39;129;41;green
5610;41;133;46;green
5611;40;132;46;green
5612;37;127;43;green
5613;35;123;40;green
5614;33;120;38;green
5615;31;119;38;green
5616;33;121;40;green
5617;36;123;42;green
5618;38;125;42;green
5619;38;126;42;green
5620;39;127;43;green
5621;41;128;46;green
5622;40;127;46;green
5623;38;125;45;green
5624;40;126;46;green
5625;40;126;46;green
5626;35;119;41;green
5627;29;112;35;green
5628;30;113;35;green
5629;32;115;37;green
5630;34;117;38;green
5631;35;118;39;green
5632;35;118;40;green
5633;35;117;39;green
5634;35;117;40;green
5635;35;119;41;green
5636;34;119;41;green
5637;34;119;41;green
5638;34;122;42;green
5639;35;124;44;green
5640;39;136;44;green
5641;39;136;44;green
5642;40;136;46;green
5643;41;136;48;green
5644;43;138;50;green
5645;46;142;53;green
5646;50;146;57;green
5647;50;144;56;green
5648;50;141;54;green
5649;49;140;53;green
5650;45;137;50;green
5651;41;132;47;green
5652;37;125;43;green
5653;35;124;42;green
5654;37;126;44;green
5655;38;129;47;green
5656;39;131;47;green
5657;38;130;45;green
5658;37;128;42;green
5659;38;128;42;green
5660;38;128;42;green
5661;36;126;40;green
5662;35;125;40;green
5663;37;126;40;green
5664;40;130;43;green
5665;40;132;43;green
5666;40;131;42;green
5667;39;131;41;green
5668;39;130;40;green
5669;39;132;42;green
5670;41;135;46;green
5671;40;133;46;green
5672;37;128;43;green
5673;35;123;40;green
5674;34;121;39;green
5675;34;121;40;green
5676;35;123;42;green
5677;36;124;42;green
5678;38;125;43;green
5679;38;126;44;green
5680;39;126;44;green
5681;40;127;46;green
5682;40;127;46;green
5683;39;126;46;green
5684;40;127;46;green
5685;41;127;47;green
5686;38;122;44;green
5687;31;114;37;green
5688;29;112;35;green
5689;30;113;36;green
5690;32;115;37;green
5691;33;117;37;green
5692;34;117;38;green
5693;35;116;39;green
5694;36;117;40;green
5695;37;119;41;green
5696;36;119;41;green
5697;36;120;42;green
5698;36;122;43;green
5699;36;125;44;green
5700;38;136;43;green
5701;39;135;44;green
5702;40;135;46;green
5703;42;136;48;green
5704;43;137;49;green
5705;46;141;53;green
5706;50;144;56;green
